customerid,recency,frequency,monetary,R,F,M,RFMgroup,RFMScore,loyalty
13468.0,-29,302,5704.969999999999,1,1,1,111,3,Platinum
13470.0,69,10,165.0,3,4,4,344,11,Bronze
13471.0,-29,260,2531.58,1,1,1,111,3,Platinum
13473.0,30,21,422.64000000000004,3,3,3,333,9,Silver
13474.0,206,64,229.59,4,2,4,424,10,Silver
13475.0,161,86,1431.7800000000002,4,2,2,422,8,Gold
13476.0,148,58,1238.47,4,2,2,422,8,Gold
13477.0,7,79,1454.5800000000002,2,2,2,222,6,Gold
13479.0,170,15,300.95,4,4,3,443,11,Bronze
13481.0,15,109,1804.5600000000002,2,1,1,211,4,Platinum
13482.0,202,11,184.64,4,4,4,444,12,Bronze
13483.0,35,10,140.34,3,4,4,344,11,Bronze
13484.0,211,8,313.8,4,4,3,443,11,Bronze
13485.0,203,23,454.24,4,3,3,433,10,Silver
13486.0,48,69,1122.4099999999999,3,2,2,322,7,Gold
13487.0,27,34,575.4000000000001,3,3,3,333,9,Silver
13488.0,-13,422,8968.31,1,1,1,111,3,Platinum
13489.0,75,14,449.52,3,4,3,343,10,Silver
13491.0,21,86,1215.8199999999997,3,2,2,322,7,Gold
13494.0,281,18,316.26000000000005,4,3,3,433,10,Silver
13495.0,-23,48,2044.87,1,2,1,121,4,Platinum
13496.0,-20,35,653.3299999999999,1,3,2,132,6,Gold
13497.0,252,19,348.04999999999995,4,3,3,433,10,Silver
13499.0,-13,42,1159.11,1,2,2,122,5,Platinum
13500.0,-7,65,1166.77,2,2,2,222,6,Gold
13502.0,-14,18,291.99999999999994,1,3,4,134,8,Gold
13503.0,41,17,216.85000000000002,3,4,4,344,11,Bronze
13504.0,34,22,295.93000000000006,3,3,4,334,10,Silver
13506.0,286,26,458.52,4,3,3,433,10,Silver
13507.0,-27,162,2479.16,1,1,1,111,3,Platinum
13508.0,213,12,110.97000000000003,4,4,4,444,12,Bronze
13509.0,-22,44,979.72,1,2,2,122,5,Platinum
13510.0,-29,115,1791.56,1,1,1,111,3,Platinum
13512.0,230,15,251.20999999999998,4,4,4,444,12,Bronze
13513.0,96,10,205.09999999999997,3,4,4,344,11,Bronze
13514.0,43,4,152.20000000000002,3,4,4,344,11,Bronze
13515.0,42,59,891.12,3,2,2,322,7,Gold
13516.0,-9,44,1389.4100000000003,2,2,2,222,6,Gold
13517.0,29,141,2128.42,3,1,1,311,5,Platinum
13518.0,55,38,659.4399999999998,3,3,2,332,8,Gold
13519.0,48,8,122.75,3,4,4,344,11,Bronze
13521.0,-29,436,1093.65,1,1,2,112,4,Platinum
13522.0,0,5,125.80000000000001,2,4,4,244,10,Silver
13523.0,3,172,3964.88,2,1,1,211,4,Platinum
13524.0,10,27,680.1800000000001,2,3,2,232,7,Gold
13525.0,-16,6,628.78,1,4,3,143,8,Gold
13527.0,3,223,2287.51,2,1,1,211,4,Platinum
13529.0,48,15,307.76,3,4,3,343,10,Silver
13531.0,175,22,483.80000000000007,4,3,3,433,10,Silver
13532.0,3,66,210.30999999999995,2,2,4,224,8,Gold
13533.0,152,76,270.79,4,2,4,424,10,Silver
13534.0,-28,296,5870.08,1,1,1,111,3,Platinum
13536.0,-29,179,3448.29,1,1,1,111,3,Platinum
13538.0,13,25,1280.8500000000001,2,3,2,232,7,Gold
13539.0,55,37,631.34,3,3,3,333,9,Silver
13544.0,9,87,291.40999999999997,2,2,4,224,8,Gold
13546.0,-18,98,626.99,1,2,3,123,6,Gold
13548.0,66,124,682.4100000000001,3,1,2,312,6,Gold
13549.0,-5,51,918.1999999999999,2,2,2,222,6,Gold
13551.0,289,4,91.80000000000001,4,4,4,444,12,Bronze
13552.0,36,109,3740.0699999999997,3,1,1,311,5,Platinum
13555.0,43,136,4149.280000000001,3,1,1,311,5,Platinum
13557.0,-2,34,584.06,2,3,3,233,8,Gold
13558.0,-25,175,605.06,1,1,3,113,5,Platinum
13560.0,-23,33,174.36999999999998,1,3,4,134,8,Gold
13561.0,185,14,141.86,4,4,4,444,12,Bronze
13562.0,51,82,1799.33,3,2,1,321,6,Gold
13563.0,54,49,777.53,3,2,2,322,7,Gold
13564.0,114,83,1749.0200000000004,4,2,1,421,7,Gold
13565.0,-11,38,240.22,2,3,4,234,9,Silver
13566.0,10,176,874.71,2,1,2,212,5,Platinum
13568.0,143,44,192.85,4,2,4,424,10,Silver
13569.0,-13,85,373.74999999999994,1,2,3,123,6,Gold
13570.0,213,27,239.49000000000004,4,3,4,434,11,Bronze
13571.0,-18,341,2092.3199999999997,1,1,1,111,3,Platinum
13572.0,175,33,1384.2499999999998,4,3,2,432,9,Silver
13573.0,20,26,294.4,2,3,4,234,9,Silver
13575.0,-7,46,732.07,2,2,2,222,6,Gold
13576.0,-20,126,6717.34,1,1,1,111,3,Platinum
13577.0,-5,83,1687.6000000000001,2,2,1,221,5,Platinum
13579.0,-16,23,467.0400000000001,1,3,3,133,7,Gold
13581.0,279,10,118.0,4,4,4,444,12,Bronze
13583.0,125,53,781.03,4,2,2,422,8,Gold
13584.0,276,24,142.4,4,3,4,434,11,Bronze
13587.0,33,8,712.4,3,4,2,342,9,Silver
13588.0,-15,174,2478.95,1,1,1,111,3,Platinum
13589.0,-16,21,379.65000000000003,1,3,3,133,7,Gold
13590.0,-19,87,1981.9199999999994,1,2,1,121,4,Platinum
13591.0,34,58,1117.1299999999997,3,2,2,322,7,Gold
13592.0,5,16,247.95999999999998,2,4,4,244,10,Silver
13593.0,78,128,2037.0800000000002,3,1,1,311,5,Platinum
13594.0,22,26,396.97,3,3,3,333,9,Silver
13596.0,-25,166,697.0400000000001,1,1,2,112,4,Platinum
13598.0,17,40,180.17000000000002,2,3,4,234,9,Silver
13599.0,-29,247,5153.67,1,1,1,111,3,Platinum
13600.0,282,19,219.51999999999998,4,3,4,434,11,Bronze
13601.0,15,99,693.32,2,2,2,222,6,Gold
13602.0,34,23,428.89,3,3,3,333,9,Silver
13603.0,-4,27,164.34,2,3,4,234,9,Silver
13606.0,-1,43,280.53999999999996,2,2,4,224,8,Gold
13607.0,10,98,678.0100000000001,2,2,2,222,6,Gold
13610.0,-18,226,1131.88,1,1,2,112,4,Platinum
13611.0,59,74,1171.7999999999997,3,2,2,322,7,Gold
13614.0,-6,201,1610.46,2,1,1,211,4,Platinum
13615.0,288,23,417.6900000000001,4,3,3,433,10,Silver
13617.0,10,44,544.1800000000001,2,2,3,223,7,Gold
13618.0,143,13,177.34,4,4,4,444,12,Bronze
13621.0,86,19,213.85,3,3,4,334,10,Silver
13623.0,0,81,747.7800000000001,2,2,2,222,6,Gold
13626.0,222,19,257.22999999999996,4,3,4,434,11,Bronze
13627.0,29,92,1638.47,3,2,1,321,6,Gold
13629.0,-7,59,7792.360000000001,2,2,1,221,5,Platinum
13630.0,-25,71,2031.7800000000002,1,2,1,121,4,Platinum
13631.0,69,11,3070.42,3,4,1,341,8,Gold
13632.0,-6,146,2121.27,2,1,1,211,4,Platinum
13634.0,3,188,1575.1599999999999,2,1,2,212,5,Platinum
13635.0,37,62,1071.03,3,2,2,322,7,Gold
13636.0,6,63,949.12,2,2,2,222,6,Gold
13637.0,22,101,810.5,3,1,2,312,6,Gold
13638.0,-15,8,122.64,1,4,4,144,9,Silver
13639.0,44,40,1033.3400000000001,3,3,2,332,8,Gold
13642.0,185,66,354.8,4,2,3,423,9,Silver
13643.0,1,28,519.44,2,3,3,233,8,Gold
13644.0,-14,146,2624.26,1,1,1,111,3,Platinum
13645.0,90,5,252.1,3,4,4,344,11,Bronze
13647.0,-21,79,1678.1200000000001,1,2,1,121,4,Platinum
13649.0,226,23,346.6,4,3,3,433,10,Silver
13650.0,-14,96,1836.3400000000001,1,2,1,121,4,Platinum
13651.0,5,6,94.2,2,4,4,244,10,Silver
13652.0,15,63,1095.08,2,2,2,222,6,Gold
13654.0,13,166,2707.33,2,1,1,211,4,Platinum
13655.0,84,56,932.97,3,2,2,322,7,Gold
13656.0,134,49,379.65000000000003,4,2,3,423,9,Silver
13657.0,-20,16,382.14,1,4,3,143,8,Gold
13658.0,-21,108,2639.1700000000005,1,1,1,111,3,Platinum
13659.0,175,104,1573.1999999999998,4,1,2,412,7,Gold
13662.0,55,53,897.76,3,2,2,322,7,Gold
13663.0,149,13,189.46999999999997,4,4,4,444,12,Bronze
13666.0,30,12,84.65,3,4,4,344,11,Bronze
13667.0,119,87,305.0199999999999,4,2,3,423,9,Silver
13668.0,-28,470,6363.59,1,1,1,111,3,Platinum
13669.0,20,9,218.55,2,4,4,244,10,Silver
13670.0,45,25,349.7,3,3,3,333,9,Silver
13672.0,271,6,186.39,4,4,4,444,12,Bronze
13673.0,-12,65,396.91999999999996,2,2,3,223,7,Gold
13675.0,121,25,486.82000000000005,4,3,3,433,10,Silver
13678.0,121,16,232.6,4,4,4,444,12,Bronze
13680.0,-29,195,3722.42,1,1,1,111,3,Platinum
13681.0,-13,57,827.83,1,2,2,122,5,Platinum
13682.0,157,3,59.5,4,4,4,444,12,Bronze
13684.0,255,30,67.23,4,3,4,434,11,Bronze
13685.0,-28,39,3119.44,1,3,1,131,5,Platinum
13686.0,152,8,72.0,4,4,4,444,12,Bronze
13689.0,33,6,910.0,3,4,2,342,9,Silver
13690.0,29,9,172.25,3,4,4,344,11,Bronze
13692.0,-6,53,1488.32,2,2,2,222,6,Gold
13694.0,-27,568,65039.619999999995,1,1,1,111,3,Platinum
13695.0,1,90,2504.13,2,2,1,221,5,Platinum
13697.0,8,12,151.3,2,4,4,244,10,Silver
13699.0,125,14,308.58,4,4,3,443,11,Bronze
13700.0,-4,197,2265.12,2,1,1,211,4,Platinum
13703.0,288,1,99.5,4,4,4,444,12,Bronze
13704.0,-25,134,2308.0600000000004,1,1,1,111,3,Platinum
13705.0,-23,28,711.86,1,3,2,132,6,Gold
13706.0,272,20,330.79,4,3,3,433,10,Silver
13707.0,237,48,806.41,4,2,2,422,8,Gold
13708.0,241,51,296.88,4,2,4,424,10,Silver
13709.0,-27,336,6328.05,1,1,1,111,3,Platinum
13710.0,1,8,180.48,2,4,4,244,10,Silver
13711.0,188,13,252.06000000000003,4,4,4,444,12,Bronze
13712.0,216,10,228.83999999999997,4,4,4,444,12,Bronze
13715.0,251,105,1079.3400000000001,4,1,2,412,7,Gold
13716.0,239,21,138.28,4,3,4,434,11,Bronze
13717.0,2,102,1445.0100000000002,2,1,2,212,5,Platinum
13718.0,216,12,306.55,4,4,3,443,11,Bronze
13719.0,-15,60,1041.68,1,2,2,122,5,Platinum
13720.0,86,43,799.9,3,2,2,322,7,Gold
13721.0,6,28,524.1400000000001,2,3,3,233,8,Gold
13722.0,101,85,2375.41,3,2,1,321,6,Gold
13723.0,187,6,199.85000000000002,4,4,4,444,12,Bronze
13725.0,19,104,1980.56,2,1,1,211,4,Platinum
13726.0,8,42,1079.6599999999999,2,2,2,222,6,Gold
13727.0,-2,20,333.48,2,3,3,233,8,Gold
13728.0,6,63,1016.1400000000001,2,2,2,222,6,Gold
13730.0,105,43,752.6,3,2,2,322,7,Gold
13731.0,189,38,610.59,4,3,3,433,10,Silver
13732.0,-2,33,491.86000000000007,2,3,3,233,8,Gold
13735.0,-6,196,2885.2399999999993,2,1,1,211,4,Platinum
13736.0,-25,191,731.8999999999999,1,1,2,112,4,Platinum
13737.0,170,30,339.6,4,3,3,433,10,Silver
13739.0,-12,3,216.9,2,4,4,244,10,Silver
13740.0,210,23,350.75,4,3,3,433,10,Silver
13741.0,41,34,668.4300000000001,3,3,2,332,8,Gold
13742.0,-14,321,3131.0199999999995,1,1,1,111,3,Platinum
13743.0,-28,41,1341.6,1,3,2,132,6,Gold
13744.0,65,72,1156.36,3,2,2,322,7,Gold
13745.0,132,25,300.03999999999996,4,3,4,434,11,Bronze
13747.0,343,1,79.6,4,4,4,444,12,Bronze
13748.0,65,28,948.2499999999999,3,3,2,332,8,Gold
13750.0,23,24,1647.26,3,3,1,331,7,Gold
13751.0,258,9,296.25,4,4,4,444,12,Bronze
13752.0,94,76,1186.28,3,2,2,322,7,Gold
13753.0,257,35,741.26,4,3,2,432,9,Silver
13754.0,121,12,282.6,4,4,4,444,12,Bronze
13755.0,-27,342,2161.35,1,1,1,111,3,Platinum
13756.0,-28,142,5189.52,1,1,1,111,3,Platinum
13758.0,-19,117,3190.55,1,1,1,111,3,Platinum
13759.0,3,25,659.41,2,3,2,232,7,Gold
13760.0,24,57,286.78999999999996,3,2,4,324,9,Silver
13761.0,20,70,1070.65,2,2,2,222,6,Gold
13762.0,188,7,306.72,4,4,3,443,11,Bronze
13763.0,33,15,1714.9599999999998,3,4,1,341,8,Gold
13764.0,40,208,1521.7600000000002,3,1,2,312,6,Gold
13767.0,-28,368,17220.36,1,1,1,111,3,Platinum
13769.0,-28,135,2796.51,1,1,1,111,3,Platinum
13771.0,34,119,2634.45,3,1,1,311,5,Platinum
13772.0,3,177,1132.13,2,1,2,212,5,Platinum
13774.0,51,22,345.0,3,3,3,333,9,Silver
13777.0,-30,197,25977.160000000003,1,1,1,111,3,Platinum
13778.0,73,9,178.7,3,4,4,344,11,Bronze
13780.0,-23,57,360.01000000000005,1,2,3,123,6,Gold
13781.0,220,17,127.84,4,4,4,444,12,Bronze
13782.0,-18,115,912.0,1,1,2,112,4,Platinum
13784.0,-21,31,2462.7899999999995,1,3,1,131,5,Platinum
13786.0,337,7,230.4,4,4,4,444,12,Bronze
13787.0,45,31,309.04,3,3,3,333,9,Silver
13790.0,-26,45,348.79999999999995,1,2,3,123,6,Gold
13791.0,97,11,1516.0,3,4,2,342,9,Silver
13792.0,36,13,195.54999999999995,3,4,4,344,11,Bronze
13798.0,-29,349,37153.85,1,1,1,111,3,Platinum
13799.0,86,39,688.8600000000001,3,3,2,332,8,Gold
13800.0,279,33,558.32,4,3,3,433,10,Silver
13801.0,36,23,324.79999999999995,3,3,3,333,9,Silver
13802.0,108,60,4599.42,3,2,1,321,6,Gold
13803.0,225,17,277.07000000000005,4,4,4,444,12,Bronze
13804.0,0,137,2635.79,2,1,1,211,4,Platinum
13805.0,22,13,924.5999999999999,3,4,2,342,9,Silver
13806.0,33,10,256.38,3,4,4,344,11,Bronze
13807.0,337,7,112.6,4,4,4,444,12,Bronze
13808.0,-25,76,1747.6600000000003,1,2,1,121,4,Platinum
13819.0,271,36,1140.35,4,3,2,432,9,Silver
13821.0,114,59,385.64,4,2,3,423,9,Silver
13822.0,-25,96,632.0,1,2,3,123,6,Gold
13823.0,-12,40,957.66,2,3,2,232,7,Gold
13824.0,2,46,1698.94,2,2,1,221,5,Platinum
13826.0,146,10,189.5,4,4,4,444,12,Bronze
13827.0,27,93,412.05,3,2,3,323,8,Gold
13828.0,-8,15,209.49000000000004,2,4,4,244,10,Silver
13831.0,-14,74,2202.99,1,2,1,121,4,Platinum
13832.0,-11,3,52.199999999999996,2,4,4,244,10,Silver
13833.0,129,29,384.7999999999999,4,3,3,433,10,Silver
13835.0,-5,55,834.57,2,2,2,222,6,Gold
13837.0,181,19,271.24,4,3,4,434,11,Bronze
13838.0,-25,174,691.7299999999999,1,1,2,112,4,Platinum
13841.0,222,1,85.0,4,4,4,444,12,Bronze
13842.0,28,206,3385.6200000000003,3,1,1,311,5,Platinum
13844.0,-19,20,361.62,1,3,3,133,7,Gold
13845.0,34,9,312.98,3,4,3,343,10,Silver
13846.0,-6,55,865.0600000000002,2,2,2,222,6,Gold
13848.0,62,5,1255.0,3,4,2,342,9,Silver
13849.0,21,101,1537.95,3,1,2,312,6,Gold
13850.0,99,93,1595.4800000000002,3,2,1,321,6,Gold
13851.0,65,81,2651.4599999999996,3,2,1,321,6,Gold
13853.0,27,23,1090.1399999999999,3,3,2,332,8,Gold
13854.0,-22,110,8109.52,1,1,1,111,3,Platinum
13856.0,138,14,388.5,4,4,3,443,11,Bronze
13858.0,27,11,216.17000000000002,3,4,4,344,11,Bronze
13859.0,296,28,201.16,4,3,4,434,11,Bronze
13860.0,-29,76,1245.9,1,2,2,122,5,Platinum
13862.0,-12,139,2209.36,2,1,1,211,4,Platinum
13863.0,217,20,305.78,4,3,3,433,10,Silver
13865.0,28,30,501.56,3,3,3,333,9,Silver
13866.0,44,7,145.67,3,4,4,344,11,Bronze
13867.0,1,61,1015.29,2,2,2,222,6,Gold
13868.0,-23,33,3192.54,1,3,1,131,5,Platinum
13869.0,93,307,3104.95,3,1,1,311,5,Platinum
13870.0,-28,115,2770.94,1,1,1,111,3,Platinum
13871.0,-8,336,6403.25,2,1,1,211,4,Platinum
13873.0,89,23,389.59999999999997,3,3,3,333,9,Silver
13874.0,328,18,540.45,4,3,3,433,10,Silver
13875.0,23,104,1786.79,3,1,1,311,5,Platinum
13876.0,33,7,122.69999999999999,3,4,4,344,11,Bronze
13877.0,56,3,117.24000000000001,3,4,4,344,11,Bronze
13878.0,24,36,1281.53,3,3,2,332,8,Gold
13880.0,-9,165,3219.7700000000004,2,1,1,211,4,Platinum
13881.0,-27,178,17159.52,1,1,1,111,3,Platinum
13882.0,-28,65,1191.13,1,2,2,122,5,Platinum
13883.0,-20,142,2674.48,1,1,1,111,3,Platinum
13884.0,-23,59,787.6000000000001,1,2,2,122,5,Platinum
13885.0,159,28,506.8,4,3,3,433,10,Silver
13886.0,41,16,243.56,3,4,4,344,11,Bronze
13887.0,174,19,349.54999999999995,4,3,3,433,10,Silver
13888.0,89,40,605.63,3,3,3,333,9,Silver
13889.0,62,15,416.9,3,4,3,343,10,Silver
13890.0,-29,110,1883.8100000000004,1,1,1,111,3,Platinum
13892.0,-4,27,632.97,2,3,3,233,8,Gold
13893.0,267,21,821.1000000000001,4,3,2,432,9,Silver
13894.0,-7,27,564.6200000000001,2,3,3,233,8,Gold
13895.0,-2,118,2593.0699999999997,2,1,1,211,4,Platinum
13897.0,20,17,311.15999999999997,2,4,3,243,9,Silver
13898.0,295,12,155.93,4,4,4,444,12,Bronze
13899.0,-14,19,388.52,1,3,3,133,7,Gold
13900.0,153,43,740.9499999999999,4,2,2,422,8,Gold
13901.0,42,149,2867.2,3,1,1,311,5,Platinum
13904.0,7,26,332.64000000000004,2,3,3,233,8,Gold
13908.0,49,122,2369.55,3,1,1,311,5,Platinum
13911.0,27,148,2580.91,3,1,1,311,5,Platinum
13914.0,-19,33,626.45,1,3,3,133,7,Gold
13917.0,19,18,272.03999999999996,2,3,4,234,9,Silver
13918.0,19,30,1212.8400000000004,2,3,2,232,7,Gold
13922.0,321,7,172.24999999999997,4,4,4,444,12,Bronze
13923.0,23,20,351.13000000000005,3,3,3,333,9,Silver
13924.0,-29,117,1838.85,1,1,1,111,3,Platinum
13925.0,62,41,678.25,3,3,2,332,8,Gold
13926.0,-7,11,223.85000000000002,2,4,4,244,10,Silver
13927.0,44,21,348.99000000000007,3,3,3,333,9,Silver
13928.0,-20,27,464.57,1,3,3,133,7,Gold
13929.0,139,9,842.65,4,4,2,442,10,Silver
13930.0,27,17,337.34,3,4,3,343,10,Silver
13931.0,65,58,1237.53,3,2,2,322,7,Gold
13932.0,264,16,307.4,4,4,3,443,11,Bronze
13933.0,79,23,608.7899999999998,3,3,3,333,9,Silver
13934.0,233,31,922.0999999999999,4,3,2,432,9,Silver
13936.0,149,26,376.5799999999999,4,3,3,433,10,Silver
13937.0,139,9,158.85,4,4,4,444,12,Bronze
13938.0,5,7,71.66,2,4,4,244,10,Silver
13939.0,-7,45,568.55,2,2,3,223,7,Gold
13940.0,-13,49,839.14,1,2,2,122,5,Platinum
13941.0,-9,45,5112.96,2,2,1,221,5,Platinum
13946.0,49,11,561.57,3,4,3,343,10,Silver
13947.0,35,5,90.6,3,4,4,344,11,Bronze
13948.0,330,3,101.99999999999999,4,4,4,444,12,Bronze
13949.0,-28,160,2427.3199999999997,1,1,1,111,3,Platinum
13950.0,-19,35,745.0600000000001,1,3,2,132,6,Gold
13951.0,146,39,674.4499999999998,4,3,2,432,9,Silver
13952.0,187,137,3251.071,4,1,1,411,6,Gold
13953.0,-23,20,3515.6799999999994,1,3,1,131,5,Platinum
13954.0,-29,25,439.92,1,3,3,133,7,Gold
13955.0,124,33,322.96,4,3,3,433,10,Silver
13956.0,-25,152,1026.42,1,1,2,112,4,Platinum
13959.0,49,92,598.1999999999999,3,2,3,323,8,Gold
13960.0,-9,12,230.22,2,4,4,244,10,Silver
13962.0,-9,11,169.55,2,4,4,244,10,Silver
13963.0,278,35,664.5400000000001,4,3,2,432,9,Silver
13967.0,115,2,80.7,4,4,4,444,12,Bronze
13969.0,-23,626,9053.939999999999,1,1,1,111,3,Platinum
13971.0,-12,149,2758.26,2,1,1,211,4,Platinum
13972.0,40,15,190.25000000000003,3,4,4,344,11,Bronze
13973.0,257,11,264.7,4,4,4,444,12,Bronze
13974.0,19,28,413.59,2,3,3,233,8,Gold
13975.0,1,338,2526.2799999999997,2,1,1,211,4,Platinum
13976.0,176,10,357.98,4,4,3,443,11,Bronze
13978.0,-16,15,196.79,1,4,4,144,9,Silver
13979.0,43,54,869.8699999999998,3,2,2,322,7,Gold
13980.0,30,11,200.14000000000001,3,4,4,344,11,Bronze
13982.0,9,111,1871.81,2,1,1,211,4,Platinum
13983.0,-1,107,2603.4300000000003,2,1,1,211,4,Platinum
13984.0,-4,16,920.51,2,4,2,242,8,Gold
13985.0,-26,351,7060.13,1,1,1,111,3,Platinum
13986.0,-13,13,320.46000000000004,1,4,3,143,8,Gold
13988.0,-11,234,4147.96,2,1,1,211,4,Platinum
13989.0,35,41,1266.08,3,3,2,332,8,Gold
13990.0,183,16,311.3,4,4,3,443,11,Bronze
13991.0,-18,84,855.9700000000001,1,2,2,122,5,Platinum
13992.0,0,5,76.8,2,4,4,244,10,Silver
13993.0,12,121,3466.3600000000006,2,1,1,211,4,Platinum
13994.0,-27,155,2313.1400000000003,1,1,1,111,3,Platinum
13995.0,-15,86,1393.69,1,2,2,122,5,Platinum
13999.0,-20,208,3901.81,1,1,1,111,3,Platinum
14000.0,181,15,635.6600000000001,4,4,3,443,11,Bronze
14001.0,15,39,2043.0800000000002,2,3,1,231,6,Gold
14002.0,104,47,529.7299999999999,3,2,3,323,8,Gold
14004.0,13,171,4582.639999999999,2,1,1,211,4,Platinum
14005.0,-21,84,2874.72,1,2,1,121,4,Platinum
14006.0,85,30,962.1899999999999,3,3,2,332,8,Gold
14009.0,168,42,695.6099999999999,4,2,2,422,8,Gold
14012.0,247,11,328.8,4,4,3,443,11,Bronze
14013.0,80,34,473.02,3,3,3,333,9,Silver
14014.0,47,39,505.18,3,3,3,333,9,Silver
14015.0,22,20,917.34,3,3,2,332,8,Gold
14019.0,16,66,1421.61,2,2,2,222,6,Gold
14020.0,-14,39,642.8000000000001,1,3,3,133,7,Gold
14021.0,125,22,631.9000000000001,4,3,3,433,10,Silver
14022.0,195,28,440.0,4,3,3,433,10,Silver
14023.0,-23,31,584.0699999999999,1,3,3,133,7,Gold
14024.0,91,16,327.70000000000005,3,4,3,343,10,Silver
14027.0,30,6,104.82000000000002,3,4,4,344,11,Bronze
14029.0,33,15,467.66,3,4,3,343,10,Silver
14030.0,-12,243,2360.0899999999997,2,1,1,211,4,Platinum
14031.0,-23,250,17286.86,1,1,1,111,3,Platinum
14032.0,-28,143,2975.59,1,1,1,111,3,Platinum
14034.0,-8,89,651.8199999999999,2,2,3,223,7,Gold
14035.0,-2,66,1428.0200000000002,2,2,2,222,6,Gold
14036.0,254,38,626.65,4,3,3,433,10,Silver
14037.0,146,28,147.2,4,3,4,434,11,Bronze
14038.0,48,92,1560.3799999999994,3,2,2,322,7,Gold
14039.0,3,6,152.2,2,4,4,244,10,Silver
14040.0,10,235,3614.92,2,1,1,211,4,Platinum
14041.0,236,21,141.41,4,3,4,434,11,Bronze
14044.0,-4,209,652.8199999999999,2,1,2,212,5,Platinum
14045.0,79,6,1659.75,3,4,1,341,8,Gold
14046.0,254,14,154.99,4,4,4,444,12,Bronze
14047.0,-22,32,1308.6100000000001,1,3,2,132,6,Gold
14048.0,275,85,409.93,4,2,3,423,9,Silver
14049.0,-14,488,5681.72,1,1,1,111,3,Platinum
14050.0,1,54,746.3599999999999,2,2,2,222,6,Gold
14051.0,-30,210,15610.390000000003,1,1,1,111,3,Platinum
14052.0,-11,56,225.36,2,2,4,224,8,Gold
14053.0,94,4,260.25,3,4,4,344,11,Bronze
14054.0,35,6,92.46,3,4,4,344,11,Bronze
14055.0,76,10,725.6400000000001,3,4,2,342,9,Silver
14056.0,-29,1106,8214.65,1,1,1,111,3,Platinum
14057.0,-7,284,6217.959999999999,2,1,1,211,4,Platinum
14059.0,236,8,183.6,4,4,4,444,12,Bronze
14060.0,-26,202,6140.42,1,1,1,111,3,Platinum
14062.0,-21,111,10464.850000000002,1,1,1,111,3,Platinum
14064.0,-1,80,1353.74,2,2,2,222,6,Gold
14066.0,236,7,152.55,4,4,4,444,12,Bronze
14067.0,33,52,374.7,3,2,3,323,8,Gold
14068.0,290,24,265.85,4,3,4,434,11,Bronze
14071.0,-27,324,1438.8200000000002,1,1,2,112,4,Platinum
14073.0,2,13,151.04,2,4,4,244,10,Silver
14075.0,-26,43,942.26,1,2,2,122,5,Platinum
14076.0,99,46,122.47,3,2,4,324,9,Silver
14077.0,10,42,499.4200000000001,2,2,3,223,7,Gold
14078.0,71,65,1049.37,3,2,2,322,7,Gold
14079.0,94,12,375.0999999999999,3,4,3,343,10,Silver
14080.0,2,4,45.599999999999994,2,4,4,244,10,Silver
14081.0,272,153,934.52,4,1,2,412,7,Gold
14082.0,334,29,182.24999999999997,4,3,4,434,11,Bronze
14083.0,-26,181,1018.4300000000001,1,1,2,112,4,Platinum
14085.0,-28,450,4448.540000000001,1,1,1,111,3,Platinum
14087.0,-28,69,194.42,1,2,4,124,7,Gold
14088.0,-20,589,50491.81,1,1,1,111,3,Platinum
14089.0,26,14,161.0,3,4,4,344,11,Bronze
14090.0,294,1,76.32000000000001,4,4,4,444,12,Bronze
14092.0,-23,214,4076.91,1,1,1,111,3,Platinum
14093.0,-18,105,442.84999999999997,1,1,3,113,5,Platinum
14096.0,-26,5111,65164.79,1,1,1,111,3,Platinum
14098.0,6,21,147.34999999999997,2,3,4,234,9,Silver
14099.0,-14,250,3104.17,1,1,1,111,3,Platinum
14100.0,107,26,194.90000000000003,3,3,4,334,10,Silver
14101.0,43,35,5976.790000000001,3,3,1,331,7,Gold
14102.0,-25,79,1360.28,1,2,2,122,5,Platinum
14104.0,124,21,216.20999999999998,4,3,4,434,11,Bronze
14105.0,209,74,1266.23,4,2,2,422,8,Gold
14107.0,21,123,2703.23,3,1,1,311,5,Platinum
14108.0,0,34,597.9100000000001,2,3,3,233,8,Gold
14109.0,42,9,144.2,3,4,4,344,11,Bronze
14110.0,-27,156,5683.1500000000015,1,1,1,111,3,Platinum
14111.0,-16,10,692.85,1,4,2,142,7,Gold
14112.0,-8,160,2915.15,2,1,1,211,4,Platinum
14113.0,-27,34,1840.4199999999998,1,3,1,131,5,Platinum
14114.0,243,15,386.53,4,4,3,443,11,Bronze
14116.0,-11,72,1382.7399999999998,2,2,2,222,6,Gold
14117.0,113,3,90.0,4,4,4,444,12,Bronze
14121.0,-27,159,2780.15,1,1,1,111,3,Platinum
14124.0,54,5,419.58000000000004,3,4,3,343,10,Silver
14125.0,-20,167,2740.4300000000003,1,1,1,111,3,Platinum
14126.0,-23,15,706.1300000000001,1,4,2,142,7,Gold
14127.0,92,44,709.7099999999999,3,2,2,322,7,Gold
14128.0,30,46,637.5000000000002,3,2,3,323,8,Gold
14129.0,-29,52,1123.8600000000001,1,2,2,122,5,Platinum
14130.0,289,67,483.86,4,2,3,423,9,Silver
14132.0,-28,200,3586.0299999999997,1,1,1,111,3,Platinum
14133.0,99,28,605.6399999999999,3,3,3,333,9,Silver
14135.0,-29,134,4690.3099999999995,1,1,1,111,3,Platinum
